account_id,signup_date,utm_source,utm_campaign,ref,account_type
ACC1455,07/15/2025,Referral,Campaing_B,,AGENCY
ACC1456,2025/08/01,Googel Ads,Campaign_B,,Normal
ACC1457,2025/08/01,LinkedIn,Campaing_B,,agency
ACC1458,07/15/2025,Referral,Campaing_B,,agency
ACC1459,07/15/2025,Organic,Campaign_C,somebody,agency
ACC1460,2025/08/01,LinkedIn,Campaign_A,,AGENCY
ACC1461,2025-08-25,Organic,Campaign_C,,normal
ACC1462,07/15/2025,,Campaing_B,world,Normal
ACC1463,2025/08/01,LinkedIn,Campaing_B,,normal
ACC1464,2025/08/01,Organic,Campaing_B,,AGENCY
ACC1465,07/15/2025,,Campaign_A,audience,agency
ACC1466,07/15/2025,LinkedIn,Campaign_A,,AGENCY
ACC1467,07/15/2025,Organic,Campaign_A,least,normal
ACC1468,2025/08/01,,Campaign_B,,Normal
ACC1469,2025/08/01,Googel Ads,Campaign_B,,normal
ACC1470,07/15/2025,Organic,Campaign_A,born,agency
ACC1471,07/15/2025,Organic,Campaign_B,,AGENCY
ACC1472,2025-07-02,Organic,Campaing_B,,normal
ACC1473,2025/08/01,Google Ads,Campaign_A,,normal
ACC1474,2025-08-01,,Campaign_B,,agency
ACC1475,07/15/2025,Googel Ads,Campaing_B,,agency
ACC1476,2025/08/01,LinkedIn,Campaign_B,,AGENCY
ACC1477,2025/08/01,Googel Ads,Campaign_B,,AGENCY
ACC1478,2025/08/01,LinkedIn,Campaign_B,,normal
ACC1479,2025/08/01,LinkedIn,Campaign_C,,agency
ACC1480,07/15/2025,,Campaing_B,,Normal
ACC1481,2025/08/01,Organic,Campaign_A,,Normal
ACC1482,2025/08/01,LinkedIn,Campaign_C,,normal
ACC1483,07/15/2025,Google Ads,Campaign_B,,normal
ACC1484,2025/08/01,LinkedIn,Campaing_B,,agency
ACC1485,07/15/2025,LinkedIn,Campaing_B,,agency
ACC1486,07/15/2025,Referral,Campaign_B,dinner,Normal
ACC1487,2025/08/01,Google Ads,Campaign_C,foreign,AGENCY
ACC1488,07/15/2025,Googel Ads,Campaing_B,,AGENCY
ACC1489,07/15/2025,Organic,Campaign_B,perhaps,normal
ACC1490,2025-08-12,Referral,Campaign_A,,agency
ACC1491,2025-07-19,Organic,Campaing_B,,normal
ACC1492,07/15/2025,Googel Ads,Campaign_C,,normal
ACC1493,07/15/2025,Googel Ads,Campaign_B,,normal
ACC1494,2025/08/01,LinkedIn,Campaign_C,standard,AGENCY
ACC1495,2025-06-24,Organic,Campaign_A,school,agency
ACC1496,2025/08/01,,Campaign_C,,AGENCY
ACC1497,2025-06-16,LinkedIn,Campaign_B,stuff,Normal
ACC1498,2025/08/01,Googel Ads,Campaign_B,,Normal
ACC1499,07/15/2025,Googel Ads,Campaign_A,ten,AGENCY
ACC1500,07/15/2025,,Campaign_B,,agency
ACC1501,2025/08/01,Referral,Campaign_B,,AGENCY
ACC1502,2025/08/01,,Campaign_C,,AGENCY
ACC1503,2025-07-05,,Campaign_A,,Normal
ACC1504,07/15/2025,Organic,Campaing_B,,normal
ACC1505,2025/08/01,Google Ads,Campaing_B,,Normal
ACC1506,2025/08/01,Organic,Campaign_B,,agency
ACC1507,07/15/2025,Referral,Campaign_C,,agency
ACC1508,07/15/2025,Referral,Campaign_A,offer,normal
ACC1509,07/15/2025,Google Ads,Campaign_A,other,AGENCY
ACC1510,07/15/2025,LinkedIn,Campaign_B,,Normal
ACC1511,07/15/2025,Google Ads,Campaign_C,,normal
ACC1512,2025/08/01,LinkedIn,Campaign_A,,Normal
ACC1513,2025-08-06,Organic,Campaign_A,,normal
ACC1514,07/15/2025,Google Ads,Campaign_B,,agency
ACC1515,07/15/2025,Google Ads,Campaign_A,,Normal
ACC1516,07/15/2025,,Campaign_B,,normal
ACC1517,2025-06-21,,Campaign_A,which,Normal
ACC1518,07/15/2025,LinkedIn,Campaing_B,serve,agency
ACC1519,2025/08/01,Google Ads,Campaign_B,,Normal
ACC1520,2025/08/01,,Campaign_B,,AGENCY
ACC1521,2025-08-18,Google Ads,Campaign_B,particularly,AGENCY
ACC1522,07/15/2025,Referral,Campaign_B,third,Normal
ACC1523,2025-07-29,Googel Ads,Campaign_C,,normal
ACC1524,2025/08/01,Referral,Campaign_B,,agency
ACC1525,07/15/2025,,Campaign_A,but,AGENCY
ACC1526,2025-07-06,Organic,Campaign_A,,normal
ACC1527,07/15/2025,LinkedIn,Campaing_B,,AGENCY
ACC1528,2025/08/01,LinkedIn,Campaing_B,green,normal
ACC1529,2025-07-24,Referral,Campaign_B,there,normal
ACC1530,07/15/2025,Googel Ads,Campaign_C,,AGENCY
ACC1531,07/15/2025,Google Ads,Campaign_B,,normal
ACC1532,2025/08/01,LinkedIn,Campaign_B,,Normal
ACC1533,2025/08/01,,Campaign_A,,AGENCY
ACC1534,2025-08-06,Google Ads,Campaign_B,pressure,AGENCY
ACC1535,2025/08/01,Googel Ads,Campaign_A,,agency
ACC1536,2025/08/01,LinkedIn,Campaign_A,tough,AGENCY
ACC1537,2025/08/01,Googel Ads,Campaign_C,million,Normal
ACC1538,07/15/2025,,Campaign_A,decision,Normal
ACC1539,07/15/2025,Googel Ads,Campaign_A,,normal
ACC1540,2025/08/01,Referral,Campaign_A,,agency
ACC1541,07/15/2025,Google Ads,Campaign_A,deal,normal
ACC1542,2025-06-05,LinkedIn,Campaign_A,,Normal
ACC1543,2025-07-05,LinkedIn,Campaign_A,,AGENCY
ACC1544,2025-06-21,Organic,Campaign_C,,normal
ACC1545,2025-07-23,Googel Ads,Campaign_A,hot,agency
ACC1546,2025-08-13,Organic,Campaign_A,,Normal
ACC1547,07/15/2025,Referral,Campaign_A,,AGENCY
ACC1548,2025-06-01,Referral,Campaign_C,,agency
ACC1549,2025/08/01,Organic,Campaign_B,,agency
ACC1550,07/15/2025,Google Ads,Campaign_B,,Normal
ACC1551,2025/08/01,Google Ads,Campaign_C,old,AGENCY
ACC1552,2025/08/01,Referral,Campaign_A,listen,agency
ACC1553,2025-07-09,LinkedIn,Campaign_C,treatment,normal
ACC1554,2025/08/01,Organic,Campaign_C,,normal
ACC1555,2025/08/01,LinkedIn,Campaing_B,particular,normal
ACC1556,2025-07-10,LinkedIn,Campaign_C,,Normal
ACC1557,07/15/2025,,Campaign_C,,AGENCY
ACC1558,2025-06-25,LinkedIn,Campaign_B,,normal
ACC1559,2025-06-15,Organic,Campaing_B,,AGENCY
ACC1560,07/15/2025,LinkedIn,Campaing_B,,AGENCY
ACC1561,2025-06-25,Google Ads,Campaign_B,,Normal
ACC1562,2025/08/01,Googel Ads,Campaign_A,culture,Normal
ACC1563,2025/08/01,LinkedIn,Campaign_C,,normal
ACC1564,07/15/2025,LinkedIn,Campaign_A,,AGENCY
ACC1565,2025/08/01,LinkedIn,Campaign_A,,normal
ACC1566,2025-08-13,Google Ads,Campaign_A,car,agency
ACC1567,07/15/2025,Referral,Campaign_A,,Normal
ACC1568,2025-08-23,Google Ads,Campaign_A,open,AGENCY
ACC1569,2025-08-13,Referral,Campaign_A,arrive,AGENCY
ACC1570,2025/08/01,Organic,Campaing_B,,normal
ACC1571,07/15/2025,LinkedIn,Campaign_C,magazine,agency
ACC1572,07/15/2025,LinkedIn,Campaign_A,,agency
ACC1573,07/15/2025,Organic,Campaing_B,message,normal
ACC1574,2025-06-26,Organic,Campaign_B,,agency
ACC1575,2025/08/01,Google Ads,Campaing_B,,Normal
ACC1576,07/15/2025,Referral,Campaign_C,,Normal
ACC1577,07/15/2025,Googel Ads,Campaign_B,political,Normal
ACC1578,07/15/2025,Googel Ads,Campaign_C,,agency
ACC1579,2025-08-28,LinkedIn,Campaign_B,,normal
ACC1580,2025-08-09,Googel Ads,Campaing_B,,agency
ACC1581,2025/08/01,Referral,Campaign_C,,normal
ACC1582,07/15/2025,Googel Ads,Campaign_B,,agency
ACC1583,07/15/2025,Googel Ads,Campaign_C,military,AGENCY
ACC1584,2025-06-04,LinkedIn,Campaign_B,say,AGENCY
ACC1585,2025/08/01,LinkedIn,Campaign_B,,agency
ACC1586,07/15/2025,Google Ads,Campaign_A,rate,agency
ACC1587,2025/08/01,Referral,Campaign_A,,AGENCY
ACC1588,07/15/2025,Referral,Campaign_C,over,agency
ACC1589,07/15/2025,,Campaing_B,,Normal
ACC1590,2025/08/01,,Campaign_C,parent,agency
ACC1591,2025/08/01,,Campaign_C,production,agency
ACC1592,2025/08/01,Googel Ads,Campaing_B,,normal
ACC1593,07/15/2025,Googel Ads,Campaign_B,,normal
ACC1594,2025-08-25,Referral,Campaign_A,young,Normal
ACC1595,2025-08-29,,Campaign_A,,Normal
ACC1596,07/15/2025,LinkedIn,Campaign_B,,normal
ACC1597,2025-07-02,,Campaign_A,interest,AGENCY
ACC1598,07/15/2025,LinkedIn,Campaing_B,,AGENCY
ACC1599,07/15/2025,Google Ads,Campaing_B,,agency
ACC1600,2025-06-15,Google Ads,Campaign_C,follow,Normal
ACC1601,2025-06-24,Google Ads,Campaign_C,low,AGENCY
ACC1602,2025-06-15,Googel Ads,Campaign_A,,AGENCY
ACC1603,07/15/2025,,Campaign_B,,AGENCY
ACC1604,2025-06-15,Referral,Campaign_B,major,AGENCY
ACC1605,2025/08/01,,Campaign_C,,Normal
ACC1606,2025-06-28,Google Ads,Campaing_B,,AGENCY
ACC1607,07/15/2025,Google Ads,Campaing_B,here,Normal
ACC1608,2025/08/01,Googel Ads,Campaing_B,win,normal
ACC1609,2025-06-03,,Campaign_C,standard,AGENCY
ACC1610,07/15/2025,Organic,Campaing_B,,Normal
ACC1611,2025/08/01,Organic,Campaign_B,,AGENCY
ACC1612,07/15/2025,Google Ads,Campaign_C,,AGENCY
ACC1613,07/15/2025,Googel Ads,Campaign_A,performance,normal
ACC1614,07/15/2025,Googel Ads,Campaing_B,,agency
ACC1615,07/15/2025,Googel Ads,Campaing_B,,AGENCY
ACC1616,2025-07-23,Organic,Campaign_C,hit,AGENCY
ACC1617,2025/08/01,Google Ads,Campaign_B,subject,AGENCY
ACC1618,2025-06-16,LinkedIn,Campaign_B,boy,normal
ACC1619,2025/08/01,Organic,Campaign_B,,agency
ACC1620,07/15/2025,Referral,Campaign_A,continue,AGENCY
ACC1621,2025/08/01,Referral,Campaign_C,,AGENCY
ACC1622,2025-08-23,,Campaing_B,price,AGENCY
ACC1623,2025/08/01,Googel Ads,Campaign_A,participant,normal
ACC1624,2025/08/01,Referral,Campaing_B,,AGENCY
ACC1625,2025/08/01,Googel Ads,Campaing_B,those,agency
ACC1626,2025-06-26,Googel Ads,Campaing_B,any,AGENCY
ACC1627,07/15/2025,,Campaign_B,campaign,AGENCY
ACC1628,07/15/2025,Google Ads,Campaign_C,,Normal
ACC1629,07/15/2025,,Campaign_A,game,agency
ACC1630,2025/08/01,Organic,Campaign_C,,AGENCY
ACC1631,2025-07-26,LinkedIn,Campaing_B,worry,AGENCY
ACC1632,2025/08/01,Referral,Campaign_A,,agency
ACC1633,2025/08/01,Googel Ads,Campaing_B,including,normal
ACC1634,2025-06-16,Google Ads,Campaign_B,common,AGENCY
ACC1635,07/15/2025,,Campaign_B,,Normal
ACC1636,2025/08/01,Organic,Campaign_A,,normal
ACC1637,07/15/2025,Googel Ads,Campaing_B,size,AGENCY
ACC1638,07/15/2025,Referral,Campaign_B,,normal
ACC1639,07/15/2025,Google Ads,Campaign_B,,agency
ACC1640,2025/08/01,LinkedIn,Campaign_B,,AGENCY
ACC1641,2025/08/01,Google Ads,Campaing_B,order,agency
ACC1642,2025-07-25,LinkedIn,Campaign_C,,Normal
ACC1643,2025/08/01,,Campaign_C,,AGENCY
ACC1644,07/15/2025,Referral,Campaign_B,,Normal
ACC1645,2025/08/01,Organic,Campaign_A,team,Normal
ACC1646,2025/08/01,Googel Ads,Campaign_C,,normal
ACC1647,07/15/2025,Referral,Campaign_C,,Normal
ACC1648,2025/08/01,Referral,Campaign_B,avoid,agency
ACC1649,2025/08/01,Organic,Campaign_C,,agency
ACC1650,2025/08/01,Organic,Campaign_C,,AGENCY
ACC1651,2025/08/01,Google Ads,Campaign_B,,agency
ACC1652,2025/08/01,Organic,Campaign_C,,Normal
ACC1653,2025/08/01,Googel Ads,Campaign_B,,normal
ACC1654,2025/08/01,Referral,Campaign_B,,Normal
ACC1655,2025-07-30,Referral,Campaign_B,,Normal
ACC1656,07/15/2025,Referral,Campaign_C,,Normal
ACC1657,2025-07-13,Organic,Campaign_A,,normal
ACC1658,2025-07-13,Googel Ads,Campaign_A,,AGENCY
ACC1659,07/15/2025,Google Ads,Campaign_B,treatment,agency
ACC1660,2025/08/01,Organic,Campaign_B,,agency
ACC1661,07/15/2025,Referral,Campaign_B,,normal
ACC1662,07/15/2025,LinkedIn,Campaign_B,,agency
ACC1663,2025-07-15,LinkedIn,Campaing_B,,AGENCY
ACC1664,07/15/2025,Organic,Campaign_A,edge,agency
ACC1665,2025-08-06,Referral,Campaign_B,special,normal
ACC1666,2025-07-28,LinkedIn,Campaign_C,,agency
ACC1667,2025/08/01,Googel Ads,Campaign_C,base,normal
ACC1668,07/15/2025,Referral,Campaing_B,,Normal
ACC1669,2025/08/01,LinkedIn,Campaign_C,,Normal
ACC1670,2025-08-08,Organic,Campaign_A,Mr,agency
ACC1671,2025-08-06,LinkedIn,Campaign_A,,agency
ACC1672,2025/08/01,,Campaign_A,,Normal
ACC1673,2025/08/01,Google Ads,Campaign_A,,normal
ACC1674,2025-07-30,Google Ads,Campaign_A,,AGENCY
ACC1675,2025/08/01,Referral,Campaing_B,,agency
ACC1676,2025/08/01,,Campaign_A,,AGENCY
ACC1677,2025/08/01,Googel Ads,Campaign_C,,agency
ACC1678,2025-07-09,Googel Ads,Campaign_A,,normal
ACC1679,07/15/2025,LinkedIn,Campaign_B,,agency
ACC1680,07/15/2025,Referral,Campaign_B,century,AGENCY
ACC1681,2025/08/01,Organic,Campaign_C,force,normal
ACC1682,2025-06-02,Google Ads,Campaing_B,property,normal
ACC1683,2025-08-10,,Campaign_A,,agency
ACC1684,07/15/2025,Referral,Campaing_B,whole,normal
ACC1685,2025-08-13,Referral,Campaign_C,,Normal
ACC1686,2025-07-09,Google Ads,Campaign_A,new,agency
ACC1687,2025-07-31,Referral,Campaign_C,,Normal
ACC1688,2025-08-19,Referral,Campaign_C,herself,normal
ACC1689,07/15/2025,Referral,Campaing_B,,AGENCY
ACC1690,2025/08/01,LinkedIn,Campaign_A,ahead,normal
ACC1691,2025-08-29,Google Ads,Campaing_B,,AGENCY
ACC1692,2025/08/01,Organic,Campaign_B,,AGENCY
ACC1693,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC1694,07/15/2025,Organic,Campaign_A,fly,Normal
ACC1695,2025-07-30,,Campaign_B,,Normal
ACC1696,2025/08/01,,Campaign_A,,agency
ACC1697,2025/08/01,,Campaing_B,finally,normal
ACC1698,2025-06-02,Googel Ads,Campaing_B,,agency
ACC1699,07/15/2025,Referral,Campaign_B,,Normal
ACC1700,2025-06-05,Googel Ads,Campaing_B,,agency
ACC1701,07/15/2025,Googel Ads,Campaing_B,PM,AGENCY
ACC1702,2025-07-11,Organic,Campaign_A,fund,AGENCY
ACC1703,2025/08/01,Googel Ads,Campaign_A,small,Normal
ACC1704,2025/08/01,LinkedIn,Campaing_B,,Normal
ACC1705,2025-08-15,Organic,Campaign_C,,AGENCY
ACC1706,07/15/2025,,Campaing_B,drop,normal
ACC1707,2025-08-09,Google Ads,Campaign_C,,Normal
ACC1708,07/15/2025,,Campaign_A,company,agency
ACC1709,2025/08/01,,Campaing_B,both,Normal
ACC1710,2025-07-26,Google Ads,Campaing_B,design,AGENCY
ACC1711,2025-08-15,,Campaign_C,behind,AGENCY
ACC1712,2025/08/01,,Campaign_A,,AGENCY
ACC1713,2025/08/01,LinkedIn,Campaing_B,development,normal
ACC1714,07/15/2025,Googel Ads,Campaing_B,,agency
ACC1715,2025-08-02,,Campaign_B,knowledge,AGENCY
ACC1716,2025/08/01,Referral,Campaing_B,,agency
ACC1717,07/15/2025,Referral,Campaing_B,exactly,agency
ACC1718,2025/08/01,,Campaign_C,,Normal
ACC1719,2025/08/01,,Campaign_B,assume,agency
ACC1720,07/15/2025,,Campaign_C,,agency
ACC1721,2025/08/01,LinkedIn,Campaign_C,,normal
ACC1722,2025/08/01,Organic,Campaing_B,,Normal
ACC1723,07/15/2025,Google Ads,Campaign_A,section,AGENCY
ACC1724,2025/08/01,Google Ads,Campaign_B,,agency
ACC1725,2025/08/01,Referral,Campaign_B,power,Normal
ACC1726,2025/08/01,Google Ads,Campaign_C,,normal
ACC1727,2025/08/01,,Campaign_B,,AGENCY
ACC1728,2025/08/01,Referral,Campaign_A,,AGENCY
ACC1729,2025/08/01,Referral,Campaign_A,claim,Normal
ACC1730,07/15/2025,LinkedIn,Campaign_C,,agency
ACC1731,2025-08-10,Referral,Campaing_B,picture,normal
ACC1732,2025-06-18,,Campaign_A,,normal
ACC1733,2025/08/01,Referral,Campaign_B,away,Normal
ACC1734,07/15/2025,,Campaign_B,marriage,agency
ACC1735,2025/08/01,Google Ads,Campaign_C,,Normal
ACC1736,2025/08/01,Referral,Campaign_B,him,normal
ACC1737,2025-08-11,Organic,Campaing_B,animal,Normal
ACC1738,2025-06-21,,Campaign_C,,Normal
ACC1739,2025/08/01,Googel Ads,Campaing_B,,normal
ACC1740,07/15/2025,Organic,Campaign_B,,agency
ACC1741,2025/08/01,Referral,Campaing_B,upon,AGENCY
ACC1742,2025/08/01,Referral,Campaign_A,,Normal
ACC1743,2025/08/01,Organic,Campaing_B,series,Normal
ACC1744,2025-08-21,Referral,Campaign_A,security,agency
ACC1745,2025/08/01,Googel Ads,Campaign_A,,normal
ACC1746,2025/08/01,LinkedIn,Campaing_B,east,agency
ACC1747,2025/08/01,,Campaing_B,,normal
ACC1748,2025-08-07,Google Ads,Campaing_B,,Normal
ACC1749,2025-06-04,Google Ads,Campaign_B,,normal
ACC1750,2025-07-23,Referral,Campaing_B,,AGENCY
ACC1751,07/15/2025,Referral,Campaign_A,,normal
ACC1752,2025/08/01,,Campaign_A,,normal
ACC1753,2025-08-03,Referral,Campaign_A,,Normal
ACC1754,07/15/2025,Organic,Campaing_B,,normal
ACC1755,2025/08/01,LinkedIn,Campaign_B,,AGENCY
ACC1756,2025/08/01,Referral,Campaign_B,,Normal
ACC1757,2025-08-27,Googel Ads,Campaign_B,write,normal
ACC1758,2025/08/01,Organic,Campaign_A,,agency
ACC1759,2025/08/01,Referral,Campaign_B,,agency
ACC1760,2025-06-15,Googel Ads,Campaign_C,customer,normal
ACC1761,2025/08/01,Google Ads,Campaing_B,,normal
ACC1762,2025-06-27,Referral,Campaign_A,cold,AGENCY
ACC1763,07/15/2025,LinkedIn,Campaign_B,fill,Normal
ACC1764,2025-07-27,Referral,Campaing_B,,Normal
ACC1765,07/15/2025,,Campaign_B,,Normal
ACC1766,07/15/2025,LinkedIn,Campaign_A,,agency
ACC1767,2025/08/01,,Campaing_B,,Normal
ACC1768,2025/08/01,Referral,Campaing_B,,AGENCY
ACC1769,07/15/2025,Organic,Campaign_A,fast,normal
ACC1770,2025-08-16,Googel Ads,Campaign_B,,normal
ACC1771,2025-08-06,Googel Ads,Campaign_A,,AGENCY
ACC1772,2025-08-09,Google Ads,Campaign_C,,AGENCY
ACC1773,2025-07-30,Referral,Campaing_B,half,Normal
ACC1774,2025/08/01,Googel Ads,Campaign_A,,Normal
ACC1775,2025/08/01,LinkedIn,Campaign_B,,agency
ACC1776,2025-07-11,Googel Ads,Campaign_B,,AGENCY
ACC1777,2025-08-25,LinkedIn,Campaing_B,capital,normal
ACC1778,2025-06-25,Google Ads,Campaign_B,,Normal
ACC1779,07/15/2025,Google Ads,Campaign_A,,Normal
ACC1780,2025/08/01,,Campaign_C,,Normal
ACC1781,2025/08/01,LinkedIn,Campaing_B,,AGENCY
ACC1782,2025/08/01,Google Ads,Campaign_C,,agency
ACC1783,07/15/2025,Referral,Campaing_B,,normal
ACC1784,2025-07-16,Organic,Campaign_B,method,normal
ACC1785,07/15/2025,LinkedIn,Campaign_B,air,agency
ACC1786,2025/08/01,Google Ads,Campaign_B,,Normal
ACC1787,07/15/2025,,Campaing_B,,agency
ACC1788,2025/08/01,Organic,Campaign_A,century,normal
ACC1789,2025/08/01,LinkedIn,Campaign_B,,normal
ACC1790,2025-08-21,Google Ads,Campaign_B,,agency
ACC1791,07/15/2025,Googel Ads,Campaign_A,,Normal
ACC1792,2025-08-26,Organic,Campaing_B,,agency
ACC1793,07/15/2025,Googel Ads,Campaign_B,,agency
ACC1794,2025/08/01,Referral,Campaign_B,,Normal
ACC1795,2025/08/01,Googel Ads,Campaign_A,study,AGENCY
ACC1796,2025-07-06,Google Ads,Campaign_B,,AGENCY
ACC1797,2025/08/01,Google Ads,Campaign_B,,normal
ACC1798,2025/08/01,Googel Ads,Campaign_A,type,AGENCY
ACC1799,2025/08/01,Googel Ads,Campaign_A,,AGENCY
ACC1800,07/15/2025,Google Ads,Campaing_B,second,AGENCY
ACC1801,07/15/2025,Referral,Campaign_A,,agency
ACC1802,2025-06-24,Google Ads,Campaign_C,,AGENCY
ACC1803,2025-06-24,,Campaign_A,,normal
ACC1804,07/15/2025,,Campaign_B,,Normal
ACC1805,2025-07-08,LinkedIn,Campaing_B,,Normal
ACC1806,2025/08/01,Organic,Campaign_C,,Normal
ACC1807,07/15/2025,LinkedIn,Campaing_B,,AGENCY
ACC1808,2025/08/01,Googel Ads,Campaing_B,,Normal
ACC1809,2025/08/01,Organic,Campaign_B,,normal
ACC1810,07/15/2025,,Campaign_B,high,agency
ACC1811,07/15/2025,Googel Ads,Campaign_A,head,AGENCY
ACC1812,2025-08-27,Google Ads,Campaign_B,,AGENCY
ACC1813,07/15/2025,LinkedIn,Campaign_C,area,normal
ACC1814,07/15/2025,Googel Ads,Campaign_C,,normal
ACC1815,2025-08-26,,Campaing_B,,normal
ACC1816,2025/08/01,Googel Ads,Campaign_C,way,normal
ACC1817,2025/08/01,Googel Ads,Campaign_B,,agency
ACC1818,07/15/2025,LinkedIn,Campaign_A,individual,normal
ACC1819,07/15/2025,Referral,Campaing_B,,agency
ACC1820,2025/08/01,,Campaign_A,air,Normal
ACC1821,2025/08/01,Googel Ads,Campaign_C,,Normal
ACC1822,2025-06-21,Organic,Campaing_B,,normal
ACC1823,07/15/2025,Googel Ads,Campaign_A,,normal
ACC1824,07/15/2025,Google Ads,Campaign_C,,Normal
ACC1825,07/15/2025,Googel Ads,Campaing_B,thank,Normal
ACC1826,07/15/2025,,Campaing_B,,normal
ACC1827,07/15/2025,Google Ads,Campaing_B,,agency
ACC1828,2025-08-01,Referral,Campaing_B,,normal
ACC1829,07/15/2025,LinkedIn,Campaign_C,effect,AGENCY
ACC1830,07/15/2025,Google Ads,Campaign_B,,Normal
ACC1831,2025/08/01,Referral,Campaign_B,,agency
ACC1832,2025-07-16,LinkedIn,Campaign_B,,agency
ACC1833,2025-06-21,Googel Ads,Campaign_C,certainly,normal
ACC1834,2025-06-11,,Campaing_B,,normal
ACC1835,2025/08/01,Google Ads,Campaing_B,,Normal
ACC1836,2025/08/01,Referral,Campaing_B,treatment,Normal
ACC1837,2025/08/01,LinkedIn,Campaign_A,,AGENCY
ACC1838,2025/08/01,Google Ads,Campaign_C,,agency
ACC1839,2025-07-12,,Campaing_B,,normal
ACC1840,2025-06-02,Organic,Campaign_A,,Normal
ACC1841,07/15/2025,LinkedIn,Campaign_C,defense,Normal
ACC1842,2025/08/01,Referral,Campaign_C,manage,AGENCY
ACC1843,07/15/2025,,Campaign_C,,AGENCY
ACC1844,2025-06-26,Googel Ads,Campaign_B,,agency
ACC1845,2025/08/01,Referral,Campaign_B,,AGENCY
ACC1846,2025-08-17,LinkedIn,Campaign_B,,normal
ACC1847,07/15/2025,LinkedIn,Campaign_C,,Normal
ACC1848,2025/08/01,Google Ads,Campaing_B,fine,agency
ACC1849,07/15/2025,Organic,Campaign_A,,Normal
ACC1850,07/15/2025,Googel Ads,Campaign_C,,normal
ACC1851,07/15/2025,,Campaign_B,,agency
ACC1852,07/15/2025,Referral,Campaign_C,,AGENCY
ACC1853,07/15/2025,Google Ads,Campaing_B,,Normal
ACC1854,2025-07-13,LinkedIn,Campaign_C,,AGENCY
ACC1855,2025-08-17,Google Ads,Campaign_B,,agency
ACC1856,2025/08/01,Referral,Campaign_C,,AGENCY
ACC1857,07/15/2025,Referral,Campaing_B,,agency
ACC1858,2025-06-17,LinkedIn,Campaign_B,,Normal
ACC1859,2025/08/01,,Campaign_A,improve,agency
ACC1860,2025-07-07,Google Ads,Campaing_B,,normal
ACC1861,07/15/2025,Googel Ads,Campaign_A,night,Normal
ACC1862,2025-07-27,,Campaing_B,,agency
ACC1863,07/15/2025,Organic,Campaign_B,college,agency
ACC1864,2025/08/01,Referral,Campaign_C,,AGENCY
ACC1865,2025/08/01,Referral,Campaing_B,account,agency
ACC1866,07/15/2025,,Campaing_B,,Normal
ACC1867,07/15/2025,Googel Ads,Campaign_B,space,AGENCY
ACC1868,07/15/2025,Referral,Campaign_B,,normal
ACC1869,2025-06-01,Referral,Campaign_C,,normal
ACC1870,07/15/2025,Organic,Campaign_C,wall,AGENCY
ACC1871,2025/08/01,LinkedIn,Campaign_A,,Normal
ACC1872,2025/08/01,Organic,Campaing_B,interview,agency
ACC1873,2025/08/01,Organic,Campaing_B,only,Normal
ACC1874,2025/08/01,LinkedIn,Campaign_C,,Normal
ACC1875,2025-07-08,LinkedIn,Campaign_B,,normal
ACC1876,2025/08/01,Organic,Campaign_C,,AGENCY
ACC1877,2025-06-18,LinkedIn,Campaign_A,,normal
ACC1878,2025-06-17,Referral,Campaign_C,summer,AGENCY
ACC1879,2025-08-06,Google Ads,Campaign_B,even,AGENCY
ACC1880,07/15/2025,Referral,Campaing_B,,AGENCY
ACC1881,2025-08-03,Referral,Campaign_A,class,normal
ACC1882,07/15/2025,Google Ads,Campaing_B,group,agency
ACC1883,07/15/2025,Organic,Campaign_A,receive,agency
ACC1884,07/15/2025,LinkedIn,Campaign_A,still,AGENCY
ACC1885,2025-08-06,Googel Ads,Campaign_B,,AGENCY
ACC1886,07/15/2025,Referral,Campaign_B,,normal
ACC1887,2025/08/01,Googel Ads,Campaign_A,,AGENCY
ACC1888,2025-07-29,Referral,Campaign_A,,agency
ACC1889,2025-08-28,,Campaing_B,,normal
ACC1890,07/15/2025,Googel Ads,Campaign_A,,agency
ACC1891,2025-06-01,Googel Ads,Campaing_B,,agency
ACC1892,2025-07-04,LinkedIn,Campaign_B,,normal
ACC1893,07/15/2025,,Campaign_A,push,Normal
ACC1894,2025/08/01,Googel Ads,Campaign_A,take,AGENCY
ACC1895,2025/08/01,,Campaign_C,,agency
ACC1896,07/15/2025,Referral,Campaign_B,,normal
ACC1897,07/15/2025,Googel Ads,Campaign_C,,AGENCY
ACC1898,2025-06-18,Googel Ads,Campaign_C,,AGENCY
ACC1899,2025/08/01,Googel Ads,Campaign_B,rest,agency
ACC1900,07/15/2025,Googel Ads,Campaign_C,,normal
ACC1901,2025/08/01,Organic,Campaign_B,voice,Normal
ACC1902,2025-08-10,Referral,Campaign_A,,AGENCY
ACC1903,2025/08/01,Organic,Campaign_B,,Normal
ACC1904,2025/08/01,Referral,Campaign_A,per,normal
ACC1905,2025-06-04,LinkedIn,Campaign_A,rock,normal
ACC1906,2025-07-15,Google Ads,Campaing_B,,AGENCY
ACC1907,2025/08/01,Googel Ads,Campaign_C,follow,Normal
ACC1908,2025/08/01,Google Ads,Campaign_A,nature,AGENCY
ACC1909,2025-08-24,Organic,Campaign_A,,AGENCY
ACC1910,2025/08/01,Google Ads,Campaign_C,,normal
ACC1911,07/15/2025,Google Ads,Campaign_B,,normal
